date,plant_stand,precip,temp,area_damaged,severity,seed_tmt,plant_growth,leaves,leafspots_halo,leafspots_marg,leafspot_size,leaf_shread,leaf_malf,leaf_mild,stem,lodging,stem_cankers,canker_lesion,fruiting_bodies,external_decay,mycelium,int_discolor,sclerotia,fruit_pods,fruit_spots,seed,mold_growth,seed_discolor,seed_size,shriveling,class
july,normal,lt-norm,norm,upper-areas,pot-severe,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
june,lt-normal,norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,normal,lt-norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,gt-norm,upper-areas,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,normal,lt-norm,gt-norm,upper-areas,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,gt-norm,whole-field,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,gt-norm,upper-areas,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,gt-norm,upper-areas,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,lt-norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,normal,lt-norm,norm,upper-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,gt-norm,upper-areas,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,normal,lt-norm,gt-norm,upper-areas,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,normal,lt-norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
june,lt-normal,norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,norm,upper-areas,pot-severe,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,gt-norm,upper-areas,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
june,normal,lt-norm,gt-norm,scattered,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
june,lt-normal,norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,normal,lt-norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,normal,lt-norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,gt-norm,upper-areas,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,gt-norm,upper-areas,minor,fungicide,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
june,lt-normal,norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,norm,upper-areas,pot-severe,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
june,lt-normal,norm,norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
july,lt-normal,norm,norm,upper-areas,pot-severe,none,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,phyllosticta-leaf-spot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,norm,low-areas,pot-severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
july,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,fungicide,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
april,lt-normal,gt-norm,norm,low-areas,pot-severe,none,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,phytophthora-rot
may,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
may,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
june,lt-normal,lt-norm,norm,whole-field,pot-severe,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
may,lt-normal,lt-norm,norm,low-areas,pot-severe,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
may,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
may,lt-normal,lt-norm,norm,low-areas,pot-severe,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
june,lt-normal,lt-norm,norm,whole-field,pot-severe,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
may,lt-normal,lt-norm,norm,low-areas,pot-severe,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
